ts,place,dist,weight_version,lane_weight_version,k,cut_edge_count,cut_edge_weight_sum,total_weight,alpha,beta,gamma,seed,cut_ratio,png_path,json_path,run_seconds
2025-08-25T23:59:04,"Berlin, Germany",3000,motorway1_rankup_1,more_lanes_heavier,6,157,1162355.0,405502189.0,1.0,1.0,1.0,0,0.002866458015594091,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-25/more_lanes_heavier_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-25/more_lanes_heavier_edges_partitions_k6.json,10.183324813842773
2025-08-25T23:59:15,"Berlin, Germany",3000,motorway1_rankup_1,conformal_lane_tau0.5_anchor_1,6,132,945795.0,402192746.0,1.0,1.0,1.0,0,0.002351596366186077,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-25/conformal_lane_tau0.5_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-25/conformal_lane_tau0.5_anchor_1_edges_partitions_k6.json,10.196610927581787
2025-08-25T23:59:26,"Berlin, Germany",3000,motorway1_rankup_1,conformal_lane_tau1_anchor_1,6,157,1162355.0,405502189.0,1.0,1.0,1.0,0,0.002866458015594091,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-25/conformal_lane_tau1_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-25/conformal_lane_tau1_anchor_1_edges_partitions_k6.json,10.246880054473877
2025-08-25T23:59:38,"Berlin, Germany",3000,motorway1_rankup_1,conformal_lane_tau2_anchor_1,6,141,1111435.0,409189358.0,1.0,1.0,1.0,0,0.0027161874527538423,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-25/conformal_lane_tau2_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-25/conformal_lane_tau2_anchor_1_edges_partitions_k6.json,10.01867127418518
2025-08-25T23:59:49,"Berlin, Germany",3000,conformal_rt_tau0.5_anchor_primary,more_lanes_heavier,6,134,635385.0,269457612.0,1.0,1.0,1.0,0,0.0023580146624323237,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau0.5_anchor_primary/2025-08-25/more_lanes_heavier_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau0.5_anchor_primary/2025-08-25/more_lanes_heavier_edges_partitions_k6.json,10.069264650344849
2025-08-26T00:00:00,"Berlin, Germany",3000,conformal_rt_tau0.5_anchor_primary,conformal_lane_tau0.5_anchor_1,6,151,666798.0,260948978.0,1.0,1.0,1.0,0,0.0025552811323905624,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau0.5_anchor_primary/2025-08-25/conformal_lane_tau0.5_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau0.5_anchor_primary/2025-08-25/conformal_lane_tau0.5_anchor_1_edges_partitions_k6.json,10.220510005950928
2025-08-26T00:00:11,"Berlin, Germany",3000,conformal_rt_tau0.5_anchor_primary,conformal_lane_tau1_anchor_1,6,134,635385.0,269457612.0,1.0,1.0,1.0,0,0.0023580146624323237,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau0.5_anchor_primary/2025-08-26/conformal_lane_tau1_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau0.5_anchor_primary/2025-08-26/conformal_lane_tau1_anchor_1_edges_partitions_k6.json,10.06898307800293
2025-08-26T00:00:22,"Berlin, Germany",3000,conformal_rt_tau0.5_anchor_primary,conformal_lane_tau2_anchor_1,6,163,833351.0,289945802.0,1.0,1.0,1.0,0,0.002874161288943235,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau0.5_anchor_primary/2025-08-26/conformal_lane_tau2_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau0.5_anchor_primary/2025-08-26/conformal_lane_tau2_anchor_1_edges_partitions_k6.json,10.011709690093994
2025-08-26T00:00:34,"Berlin, Germany",3000,conformal_rt_tau1_anchor_primary,more_lanes_heavier,6,143,690949.0,289548091.0,1.0,1.0,1.0,0,0.00238630134846926,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau1_anchor_primary/2025-08-26/more_lanes_heavier_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau1_anchor_primary/2025-08-26/more_lanes_heavier_edges_partitions_k6.json,10.102338790893555
2025-08-26T00:00:45,"Berlin, Germany",3000,conformal_rt_tau1_anchor_primary,conformal_lane_tau0.5_anchor_1,6,154,714578.0,281077641.0,1.0,1.0,1.0,0,0.0025422797681726667,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau1_anchor_primary/2025-08-26/conformal_lane_tau0.5_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau1_anchor_primary/2025-08-26/conformal_lane_tau0.5_anchor_1_edges_partitions_k6.json,10.006791353225708
2025-08-26T00:00:56,"Berlin, Germany",3000,conformal_rt_tau1_anchor_primary,conformal_lane_tau1_anchor_1,6,143,690949.0,289548091.0,1.0,1.0,1.0,0,0.00238630134846926,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau1_anchor_primary/2025-08-26/conformal_lane_tau1_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau1_anchor_primary/2025-08-26/conformal_lane_tau1_anchor_1_edges_partitions_k6.json,10.19536018371582
2025-08-26T00:01:07,"Berlin, Germany",3000,conformal_rt_tau1_anchor_primary,conformal_lane_tau2_anchor_1,6,144,782115.0,309047458.0,1.0,1.0,1.0,0,0.002530727821097302,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau1_anchor_primary/2025-08-26/conformal_lane_tau2_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau1_anchor_primary/2025-08-26/conformal_lane_tau2_anchor_1_edges_partitions_k6.json,10.0468909740448
2025-08-26T00:01:18,"Berlin, Germany",3000,conformal_rt_tau2_anchor_primary,more_lanes_heavier,6,144,801581.0,354001396.0,1.0,1.0,1.0,0,0.0022643441778969708,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau2_anchor_primary/2025-08-26/more_lanes_heavier_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau2_anchor_primary/2025-08-26/more_lanes_heavier_edges_partitions_k6.json,10.103825092315674
2025-08-26T00:01:30,"Berlin, Germany",3000,conformal_rt_tau2_anchor_primary,conformal_lane_tau0.5_anchor_1,6,137,704254.0,346175828.0,1.0,1.0,1.0,0,0.0020343823659461284,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau2_anchor_primary/2025-08-26/conformal_lane_tau0.5_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau2_anchor_primary/2025-08-26/conformal_lane_tau0.5_anchor_1_edges_partitions_k6.json,10.048456192016602
2025-08-26T00:01:41,"Berlin, Germany",3000,conformal_rt_tau2_anchor_primary,conformal_lane_tau1_anchor_1,6,144,801581.0,354001396.0,1.0,1.0,1.0,0,0.0022643441778969708,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau2_anchor_primary/2025-08-26/conformal_lane_tau1_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau2_anchor_primary/2025-08-26/conformal_lane_tau1_anchor_1_edges_partitions_k6.json,10.171994924545288
2025-08-26T00:01:52,"Berlin, Germany",3000,conformal_rt_tau2_anchor_primary,conformal_lane_tau2_anchor_1,6,143,851337.0,368334059.0,1.0,1.0,1.0,0,0.0023113176183362396,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau2_anchor_primary/2025-08-26/conformal_lane_tau2_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau2_anchor_primary/2025-08-26/conformal_lane_tau2_anchor_1_edges_partitions_k6.json,10.345419645309448
2025-08-26T00:02:03,"Berlin, Germany",3000,motorway1_rankup_1,more_lanes_heavier,6,157,1162355.0,405502189.0,1.0,1.0,1.0,1,0.002866458015594091,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-26/more_lanes_heavier_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-26/more_lanes_heavier_edges_partitions_k6.json,9.995826721191406
2025-08-26T00:02:15,"Berlin, Germany",3000,motorway1_rankup_1,conformal_lane_tau0.5_anchor_1,6,132,945795.0,402192746.0,1.0,1.0,1.0,1,0.002351596366186077,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-26/conformal_lane_tau0.5_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-26/conformal_lane_tau0.5_anchor_1_edges_partitions_k6.json,10.055785179138184
2025-08-26T00:02:26,"Berlin, Germany",3000,motorway1_rankup_1,conformal_lane_tau1_anchor_1,6,157,1162355.0,405502189.0,1.0,1.0,1.0,1,0.002866458015594091,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-26/conformal_lane_tau1_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-26/conformal_lane_tau1_anchor_1_edges_partitions_k6.json,9.957415103912354
2025-08-26T00:02:37,"Berlin, Germany",3000,motorway1_rankup_1,conformal_lane_tau2_anchor_1,6,141,1111435.0,409189358.0,1.0,1.0,1.0,1,0.0027161874527538423,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-26/conformal_lane_tau2_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-26/conformal_lane_tau2_anchor_1_edges_partitions_k6.json,9.959891319274902
2025-08-26T00:02:48,"Berlin, Germany",3000,conformal_rt_tau0.5_anchor_primary,more_lanes_heavier,6,134,635385.0,269457612.0,1.0,1.0,1.0,1,0.0023580146624323237,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau0.5_anchor_primary/2025-08-26/more_lanes_heavier_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau0.5_anchor_primary/2025-08-26/more_lanes_heavier_edges_partitions_k6.json,10.107999086380005
2025-08-26T00:02:59,"Berlin, Germany",3000,conformal_rt_tau0.5_anchor_primary,conformal_lane_tau0.5_anchor_1,6,151,666798.0,260948978.0,1.0,1.0,1.0,1,0.0025552811323905624,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau0.5_anchor_primary/2025-08-26/conformal_lane_tau0.5_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau0.5_anchor_primary/2025-08-26/conformal_lane_tau0.5_anchor_1_edges_partitions_k6.json,9.998509168624878
2025-08-26T00:03:11,"Berlin, Germany",3000,conformal_rt_tau0.5_anchor_primary,conformal_lane_tau1_anchor_1,6,134,635385.0,269457612.0,1.0,1.0,1.0,1,0.0023580146624323237,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau0.5_anchor_primary/2025-08-26/conformal_lane_tau1_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau0.5_anchor_primary/2025-08-26/conformal_lane_tau1_anchor_1_edges_partitions_k6.json,10.392442226409912
2025-08-26T00:03:22,"Berlin, Germany",3000,conformal_rt_tau0.5_anchor_primary,conformal_lane_tau2_anchor_1,6,163,833351.0,289945802.0,1.0,1.0,1.0,1,0.002874161288943235,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau0.5_anchor_primary/2025-08-26/conformal_lane_tau2_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau0.5_anchor_primary/2025-08-26/conformal_lane_tau2_anchor_1_edges_partitions_k6.json,10.029274940490723
2025-08-26T00:03:33,"Berlin, Germany",3000,conformal_rt_tau1_anchor_primary,more_lanes_heavier,6,143,690949.0,289548091.0,1.0,1.0,1.0,1,0.00238630134846926,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau1_anchor_primary/2025-08-26/more_lanes_heavier_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau1_anchor_primary/2025-08-26/more_lanes_heavier_edges_partitions_k6.json,10.124078512191772
2025-08-26T00:03:44,"Berlin, Germany",3000,conformal_rt_tau1_anchor_primary,conformal_lane_tau0.5_anchor_1,6,154,714578.0,281077641.0,1.0,1.0,1.0,1,0.0025422797681726667,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau1_anchor_primary/2025-08-26/conformal_lane_tau0.5_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau1_anchor_primary/2025-08-26/conformal_lane_tau0.5_anchor_1_edges_partitions_k6.json,10.094913482666016
2025-08-26T00:03:55,"Berlin, Germany",3000,conformal_rt_tau1_anchor_primary,conformal_lane_tau1_anchor_1,6,143,690949.0,289548091.0,1.0,1.0,1.0,1,0.00238630134846926,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau1_anchor_primary/2025-08-26/conformal_lane_tau1_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau1_anchor_primary/2025-08-26/conformal_lane_tau1_anchor_1_edges_partitions_k6.json,10.13433313369751
2025-08-26T00:04:07,"Berlin, Germany",3000,conformal_rt_tau1_anchor_primary,conformal_lane_tau2_anchor_1,6,144,782115.0,309047458.0,1.0,1.0,1.0,1,0.002530727821097302,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau1_anchor_primary/2025-08-26/conformal_lane_tau2_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau1_anchor_primary/2025-08-26/conformal_lane_tau2_anchor_1_edges_partitions_k6.json,10.087854862213135
2025-08-26T00:04:18,"Berlin, Germany",3000,conformal_rt_tau2_anchor_primary,more_lanes_heavier,6,144,801581.0,354001396.0,1.0,1.0,1.0,1,0.0022643441778969708,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau2_anchor_primary/2025-08-26/more_lanes_heavier_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau2_anchor_primary/2025-08-26/more_lanes_heavier_edges_partitions_k6.json,10.03829312324524
2025-08-26T00:04:29,"Berlin, Germany",3000,conformal_rt_tau2_anchor_primary,conformal_lane_tau0.5_anchor_1,6,137,704254.0,346175828.0,1.0,1.0,1.0,1,0.0020343823659461284,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau2_anchor_primary/2025-08-26/conformal_lane_tau0.5_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau2_anchor_primary/2025-08-26/conformal_lane_tau0.5_anchor_1_edges_partitions_k6.json,10.197185039520264
2025-08-26T00:04:40,"Berlin, Germany",3000,conformal_rt_tau2_anchor_primary,conformal_lane_tau1_anchor_1,6,144,801581.0,354001396.0,1.0,1.0,1.0,1,0.0022643441778969708,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau2_anchor_primary/2025-08-26/conformal_lane_tau1_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau2_anchor_primary/2025-08-26/conformal_lane_tau1_anchor_1_edges_partitions_k6.json,10.043020725250244
2025-08-26T00:04:51,"Berlin, Germany",3000,conformal_rt_tau2_anchor_primary,conformal_lane_tau2_anchor_1,6,143,851337.0,368334059.0,1.0,1.0,1.0,1,0.0023113176183362396,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau2_anchor_primary/2025-08-26/conformal_lane_tau2_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau2_anchor_primary/2025-08-26/conformal_lane_tau2_anchor_1_edges_partitions_k6.json,10.075283288955688
2025-08-26T00:05:02,"Berlin, Germany",3000,motorway1_rankup_1,more_lanes_heavier,6,157,1162355.0,405502189.0,1.0,1.0,1.0,2,0.002866458015594091,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-26/more_lanes_heavier_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-26/more_lanes_heavier_edges_partitions_k6.json,9.988831758499146
2025-08-26T00:05:14,"Berlin, Germany",3000,motorway1_rankup_1,conformal_lane_tau0.5_anchor_1,6,132,945795.0,402192746.0,1.0,1.0,1.0,2,0.002351596366186077,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-26/conformal_lane_tau0.5_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-26/conformal_lane_tau0.5_anchor_1_edges_partitions_k6.json,10.140221357345581
2025-08-26T00:05:25,"Berlin, Germany",3000,motorway1_rankup_1,conformal_lane_tau1_anchor_1,6,157,1162355.0,405502189.0,1.0,1.0,1.0,2,0.002866458015594091,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-26/conformal_lane_tau1_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-26/conformal_lane_tau1_anchor_1_edges_partitions_k6.json,10.116560220718384
2025-08-26T00:05:36,"Berlin, Germany",3000,motorway1_rankup_1,conformal_lane_tau2_anchor_1,6,141,1111435.0,409189358.0,1.0,1.0,1.0,2,0.0027161874527538423,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-26/conformal_lane_tau2_anchor_1_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/motorway1_rankup_1/2025-08-26/conformal_lane_tau2_anchor_1_edges_partitions_k6.json,10.042385339736938
2025-08-26T00:05:47,"Berlin, Germany",3000,conformal_rt_tau0.5_anchor_primary,more_lanes_heavier,6,134,635385.0,269457612.0,1.0,1.0,1.0,2,0.0023580146624323237,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau0.5_anchor_primary/2025-08-26/more_lanes_heavier_run1_k6_a1.0_b1.0_g1.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Berlin_Germany/conformal_rt_tau0.5_anchor_primary/2025-08-26/more_lanes_heavier_edges_partitions_k6.json,10.105072736740112
