ts,place,dist,weight_version,lane_weight_version,k,cut_edge_count,cut_edge_weight_sum,total_weight,alpha,beta,gamma,seed,cut_ratio,png_path,json_path,run_seconds,phase,road_profile,road_tau,road_scale,lane_profile,lane_tau,lane_scale
2025-08-26T19:51:32,"Paris, France",3000,rt_motorway_high_t-2,ln_all_ones_t+0,6,148,272750.0,32641500.0,1.0,1.0,0.0,0,0.0083559272704992,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t-2/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t-2/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.395486831665039,road,motorway_high,-2,0.25,all_ones,0,1.0
2025-08-26T19:51:37,"Paris, France",3000,rt_motorway_high_t-2,ln_all_ones_t+0,6,148,272750.0,32641500.0,1.0,1.0,0.0,1,0.0083559272704992,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t-2/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t-2/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.344072103500366,road,motorway_high,-2,0.25,all_ones,0,1.0
2025-08-26T19:51:42,"Paris, France",3000,rt_motorway_high_t-2,ln_all_ones_t+0,6,148,272750.0,32641500.0,1.0,1.0,0.0,2,0.0083559272704992,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t-2/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t-2/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.325639009475708,road,motorway_high,-2,0.25,all_ones,0,1.0
2025-08-26T19:51:47,"Paris, France",3000,rt_motorway_high_t-1,ln_all_ones_t+0,6,136,359000.0,50558000.0,1.0,1.0,0.0,0,0.0071007555678626,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t-1/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t-1/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.319624423980713,road,motorway_high,-1,0.5,all_ones,0,1.0
2025-08-26T19:51:53,"Paris, France",3000,rt_motorway_high_t-1,ln_all_ones_t+0,6,136,359000.0,50558000.0,1.0,1.0,0.0,1,0.0071007555678626,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t-1/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t-1/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.329930782318115,road,motorway_high,-1,0.5,all_ones,0,1.0
2025-08-26T19:51:58,"Paris, France",3000,rt_motorway_high_t-1,ln_all_ones_t+0,6,136,359000.0,50558000.0,1.0,1.0,0.0,2,0.0071007555678626,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t-1/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t-1/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.3397276401519775,road,motorway_high,-1,0.5,all_ones,0,1.0
2025-08-26T19:52:03,"Paris, France",3000,rt_motorway_high_t+0,ln_all_ones_t+0,6,152,663000.0,85745000.0,1.0,1.0,0.0,0,0.0077322292845063,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t+0/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t+0/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.31792688369751,road,motorway_high,0,1.0,all_ones,0,1.0
2025-08-26T19:52:08,"Paris, France",3000,rt_motorway_high_t+0,ln_all_ones_t+0,6,152,663000.0,85745000.0,1.0,1.0,0.0,1,0.0077322292845063,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t+0/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t+0/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.330618143081665,road,motorway_high,0,1.0,all_ones,0,1.0
2025-08-26T19:52:14,"Paris, France",3000,rt_motorway_high_t+0,ln_all_ones_t+0,6,152,663000.0,85745000.0,1.0,1.0,0.0,2,0.0077322292845063,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t+0/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t+0/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.355233192443848,road,motorway_high,0,1.0,all_ones,0,1.0
2025-08-26T19:52:19,"Paris, France",3000,rt_motorway_high_t+1,ln_all_ones_t+0,6,155,1105000.0,127265000.0,1.0,1.0,0.0,0,0.0086826700192511,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t+1/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t+1/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.261295318603516,road,motorway_high,1,2.0,all_ones,0,1.0
2025-08-26T19:52:24,"Paris, France",3000,rt_motorway_high_t+1,ln_all_ones_t+0,6,155,1105000.0,127265000.0,1.0,1.0,0.0,1,0.0086826700192511,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t+1/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t+1/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.306590795516968,road,motorway_high,1,2.0,all_ones,0,1.0
2025-08-26T19:52:29,"Paris, France",3000,rt_motorway_high_t+1,ln_all_ones_t+0,6,155,1105000.0,127265000.0,1.0,1.0,0.0,2,0.0086826700192511,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t+1/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t+1/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.338940620422363,road,motorway_high,1,2.0,all_ones,0,1.0
2025-08-26T19:52:35,"Paris, France",3000,rt_motorway_high_t+2,ln_all_ones_t+0,6,143,1325000.0,144111000.0,1.0,1.0,0.0,0,0.0091943016147275,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t+2/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t+2/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.276232004165649,road,motorway_high,2,4.0,all_ones,0,1.0
2025-08-26T19:52:40,"Paris, France",3000,rt_motorway_high_t+2,ln_all_ones_t+0,6,143,1325000.0,144111000.0,1.0,1.0,0.0,1,0.0091943016147275,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t+2/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t+2/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.338754892349243,road,motorway_high,2,4.0,all_ones,0,1.0
2025-08-26T19:52:45,"Paris, France",3000,rt_motorway_high_t+2,ln_all_ones_t+0,6,143,1325000.0,144111000.0,1.0,1.0,0.0,2,0.0091943016147275,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t+2/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_high_t+2/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.277624130249023,road,motorway_high,2,4.0,all_ones,0,1.0
2025-08-26T19:52:50,"Paris, France",3000,rt_motorway_low_t-2,ln_all_ones_t+0,6,161,594500.0,52019750.0,1.0,1.0,0.0,0,0.0114283517317941,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t-2/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t-2/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.301086187362671,road,motorway_low,-2,0.25,all_ones,0,1.0
2025-08-26T19:52:56,"Paris, France",3000,rt_motorway_low_t-2,ln_all_ones_t+0,6,161,594500.0,52019750.0,1.0,1.0,0.0,1,0.0114283517317941,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t-2/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t-2/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.308379650115967,road,motorway_low,-2,0.25,all_ones,0,1.0
2025-08-26T19:53:01,"Paris, France",3000,rt_motorway_low_t-2,ln_all_ones_t+0,6,161,594500.0,52019750.0,1.0,1.0,0.0,2,0.0114283517317941,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t-2/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t-2/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.277248859405518,road,motorway_low,-2,0.25,all_ones,0,1.0
2025-08-26T19:53:06,"Paris, France",3000,rt_motorway_low_t-1,ln_all_ones_t+0,6,158,1027000.0,89314500.0,1.0,1.0,0.0,0,0.0114986928214343,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t-1/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t-1/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.297972202301025,road,motorway_low,-1,0.5,all_ones,0,1.0
2025-08-26T19:53:11,"Paris, France",3000,rt_motorway_low_t-1,ln_all_ones_t+0,6,158,1027000.0,89314500.0,1.0,1.0,0.0,1,0.0114986928214343,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t-1/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t-1/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.34955358505249,road,motorway_low,-1,0.5,all_ones,0,1.0
2025-08-26T19:53:17,"Paris, France",3000,rt_motorway_low_t-1,ln_all_ones_t+0,6,158,1027000.0,89314500.0,1.0,1.0,0.0,2,0.0114986928214343,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t-1/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t-1/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.280379295349121,road,motorway_low,-1,0.5,all_ones,0,1.0
2025-08-26T19:53:22,"Paris, France",3000,rt_motorway_low_t+0,ln_all_ones_t+0,6,159,1582000.0,144484000.0,1.0,1.0,0.0,0,0.0109493092660779,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t+0/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t+0/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.303767681121826,road,motorway_low,0,1.0,all_ones,0,1.0
2025-08-26T19:53:27,"Paris, France",3000,rt_motorway_low_t+0,ln_all_ones_t+0,6,159,1582000.0,144484000.0,1.0,1.0,0.0,1,0.0109493092660779,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t+0/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t+0/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.287336111068726,road,motorway_low,0,1.0,all_ones,0,1.0
2025-08-26T19:53:32,"Paris, France",3000,rt_motorway_low_t+0,ln_all_ones_t+0,6,159,1582000.0,144484000.0,1.0,1.0,0.0,2,0.0109493092660779,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t+0/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t+0/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.261648178100586,road,motorway_low,0,1.0,all_ones,0,1.0
2025-08-26T19:53:37,"Paris, France",3000,rt_motorway_low_t+1,ln_all_ones_t+0,6,153,1528000.0,146854000.0,1.0,1.0,0.0,0,0.0104048919334849,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t+1/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t+1/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.317923545837402,road,motorway_low,1,2.0,all_ones,0,1.0
2025-08-26T19:53:43,"Paris, France",3000,rt_motorway_low_t+1,ln_all_ones_t+0,6,153,1528000.0,146854000.0,1.0,1.0,0.0,1,0.0104048919334849,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t+1/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t+1/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.251071214675903,road,motorway_low,1,2.0,all_ones,0,1.0
2025-08-26T19:53:48,"Paris, France",3000,rt_motorway_low_t+1,ln_all_ones_t+0,6,153,1528000.0,146854000.0,1.0,1.0,0.0,2,0.0104048919334849,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t+1/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t+1/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.239534378051758,road,motorway_low,1,2.0,all_ones,0,1.0
2025-08-26T19:53:53,"Paris, France",3000,rt_motorway_low_t+2,ln_all_ones_t+0,6,145,1450000.0,147185000.0,1.0,1.0,0.0,0,0.0098515473723545,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t+2/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t+2/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.277070760726929,road,motorway_low,2,4.0,all_ones,0,1.0
2025-08-26T19:53:58,"Paris, France",3000,rt_motorway_low_t+2,ln_all_ones_t+0,6,145,1450000.0,147185000.0,1.0,1.0,0.0,1,0.0098515473723545,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t+2/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t+2/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.248887300491333,road,motorway_low,2,4.0,all_ones,0,1.0
2025-08-26T19:54:03,"Paris, France",3000,rt_motorway_low_t+2,ln_all_ones_t+0,6,145,1450000.0,147185000.0,1.0,1.0,0.0,2,0.0098515473723545,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t+2/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Paris_France/rt_motorway_low_t+2/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,4.227869987487793,road,motorway_low,2,4.0,all_ones,0,1.0
2025-08-26T19:54:07,"Karlsruhe, Germany",3000,rt_motorway_high_t-2,ln_all_ones_t+0,6,61,102750.0,17397250.0,1.0,1.0,0.0,0,0.0059061058500625,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Karlsruhe_Germany/rt_motorway_high_t-2/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Karlsruhe_Germany/rt_motorway_high_t-2/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,3.0810582637786865,road,motorway_high,-2,0.25,all_ones,0,1.0
2025-08-26T19:54:11,"Karlsruhe, Germany",3000,rt_motorway_high_t-2,ln_all_ones_t+0,6,61,102750.0,17397250.0,1.0,1.0,0.0,1,0.0059061058500625,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Karlsruhe_Germany/rt_motorway_high_t-2/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Karlsruhe_Germany/rt_motorway_high_t-2/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,3.066578149795532,road,motorway_high,-2,0.25,all_ones,0,1.0
2025-08-26T19:54:15,"Karlsruhe, Germany",3000,rt_motorway_high_t-2,ln_all_ones_t+0,6,61,102750.0,17397250.0,1.0,1.0,0.0,2,0.0059061058500625,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Karlsruhe_Germany/rt_motorway_high_t-2/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Karlsruhe_Germany/rt_motorway_high_t-2/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,3.0741641521453857,road,motorway_high,-2,0.25,all_ones,0,1.0
2025-08-26T19:54:19,"Karlsruhe, Germany",3000,rt_motorway_high_t-1,ln_all_ones_t+0,6,62,146500.0,27459500.0,1.0,1.0,0.0,0,0.0053351299186074,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Karlsruhe_Germany/rt_motorway_high_t-1/2025-08-26/ln_all_ones_t+0_run1_k6_a1.0_b1.0_g0.0.png,/home/joschua/桌面/KaHIP/min_balanced_cut_road_networks_osm/result/Karlsruhe_Germany/rt_motorway_high_t-1/2025-08-26/ln_all_ones_t+0_edges_partitions_k6.json,3.041015386581421,road,motorway_high,-1,0.5,all_ones,0,1.0
